id,rand,coef,t
512242,0.9856448215399042,69.59,1.520977229014e+12
512243,0.0970834412372400,1.11,1.520977337043e+12
512244,0.4320912147946869,1.76,1.520977356387e+12
512245,0.0343831509897446,1.04,1.520977382442e+12
512246,0.0651280565804634,1.07,1.520977400935e+12
512247,0.7734218520981776,4.41,1.520977419797e+12
512248,0.3144930457497233,1.46,1.520977462681e+12
512249,0.4592568505227698,1.85,1.520977485854e+12
512250,0.3130938977266415,1.46,1.520977512706e+12
512251,0.0456884319534731,1,1.52097753588e+12
512252,0.4284274406797317,1.75,1.520977553883e+12
512253,0.9148632522939851,11.74,1.520977579846e+12
512254,0.6312913847228725,2.71,1.520977644138e+12
512255,0.3236021549263044,1.48,1.520977677591e+12
512256,0.4873571250325435,1.95,1.520977700974e+12
512257,0.9037884496859715,10.38,1.520977728698e+12
512258,0.5137746530849895,2.06,1.520977790171e+12
512259,0.4617013953304154,1.86,1.520977818804e+12
512260,0.1631028538483900,1.19,1.520977845746e+12
512261,0.5597369835152614,2.27,1.520977866018e+12
512262,0.7298382962424863,3.7,1.520977896309e+12
512263,0.3573834731609988,1.56,1.520977935672e+12
512264,0.5223762396542333,2.09,1.520977959845e+12
512265,0.5619451807723252,2.28,1.520977988717e+12
512266,0.1083137053317189,1.12,1.520978019089e+12
512267,0.8633126734903346,7.31,1.520978038552e+12
512268,0.7173984976758713,3.54,1.520978092164e+12
512269,0.4181252267253877,1.72,1.520978130659e+12
512270,0.1555657682836907,1.18,1.520978156353e+12
512271,0.2186389351772701,1.28,1.520978176506e+12
512272,0.1742065768163201,1.21,1.52097819778e+12
512273,0.8470824749318613,6.53,1.520978218272e+12
512274,0.9944671597318883,180.56,1.520978269417e+12
512275,0.1225977579882829,1.14,1.520978400129e+12
512276,0.2053639975388916,1.26,1.520978419823e+12
512277,0.8435744328525789,6.39,1.520978440875e+12
512278,0.8522565306285993,1,1.520978491547e+12
512279,0.4312419568726891,1.76,1.52097850955e+12
512280,0.9293572830337465,14.14,1.520978535604e+12
512281,0.0844098327412293,1.09,1.520978604206e+12
512282,0.9036591788529558,10.37,1.520978623309e+12
512283,0.2744469845840817,1.38,1.520978684752e+12
512284,0.9664646382365526,29.79,1.520978707105e+12
512285,0.5431853007858586,2.19,1.520978793459e+12
512286,0.8215767193635871,5.6,1.520978823131e+12
512287,0.8701717485371445,7.7,1.520978870984e+12
512288,0.0085022368022479,1.01,1.520978925736e+12
512289,0.5897803429024714,2.44,1.520978943859e+12
512290,0.0120852894643520,1.01,1.520978975421e+12
512291,0.7018946501663641,3.35,1.520978993544e+12
512292,0.1069113656661732,1.12,1.520979030966e+12
512293,0.5743027638118487,1,1.520979050429e+12
512294,0.1009464145407422,1.11,1.520979068433e+12
512295,0.5056310993399543,2.02,1.520979087776e+12
512296,0.6405227879622306,2.78,1.520979116078e+12
512297,0.3208565074766186,1.47,1.52097914999e+12
512298,0.5883603886674066,2.43,1.520979173273e+12
512299,0.2938516953247254,1.42,1.520979204755e+12
512300,0.5825780272908924,2.39,1.520979227518e+12
512301,0.0349546659353549,1.04,1.52097925871e+12
512302,0.8144460476037222,5.38,1.520979277202e+12
512303,0.7176380708621903,3.54,1.520979324204e+12
512304,0.4988787317413089,1.99,1.520979362697e+12
512305,0.6208463980864841,2.64,1.52097939075e+12
512306,0.1649379453540170,1.2,1.520979423721e+12
512307,0.7849759836180545,4.65,1.520979444102e+12
512308,0.9766472382416593,1,1.520979488066e+12
512309,0.7452476196329222,3.92,1.520979506069e+12
512310,0.0317485597989868,1.03,1.520979546572e+12
512311,0.4231326730044402,1.73,1.520979564944e+12
512312,0.3845772071239952,1.62,1.520979590726e+12
512313,0.9022606501593863,10.22,1.520979615478e+12
512314,0.7481456482196566,3.97,1.52097967659e+12
512315,0.0269646151054103,1.03,1.520979717354e+12
512316,0.5928434921877562,2.45,1.520979735727e+12
512317,0.7900084091327173,4.76,1.52097976736e+12
512318,0.9877424749982875,81.5,1.520979811802e+12
512319,0.6633406574054017,2.97,1.520979922795e+12
512320,0.5364164371361063,2.16,1.520979957937e+12
512321,0.5345258059758987,2.15,1.520979987369e+12
512322,0.6035422139343671,2.52,1.520980016732e+12
512323,0.1198696191701734,1.14,1.520980048863e+12
512324,0.2129780937016425,1.27,1.520980068555e+12
512325,0.7474863533274008,3.96,1.520980089719e+12
512326,0.5619009774089562,2.28,1.520980130432e+12
512327,0.2925464029639369,1.41,1.520980160804e+12
512328,0.6904553558422382,3.23,1.520980183467e+12
512329,0.0342938564797616,1.04,1.520980220199e+12
512330,0.8473119309282191,6.54,1.520980238693e+12
512331,0.5906785537001394,2.44,1.520980289876e+12
512332,0.1436384611631833,1.17,1.520980321439e+12
512333,0.4507010610426546,1.82,1.520980341483e+12
512334,0.2995892822043014,1.43,1.520980368074e+12
512335,0.0506766529406134,1.05,1.520980390946e+12
512336,0.4422364771464459,1.79,1.520980409569e+12
512337,0.4053811280535025,1.68,1.520980435892e+12
512338,0.3856505095925299,1.63,1.520980461215e+12
512339,0.2586026071241598,1.35,1.520980486058e+12
512340,0.9913911530727967,116.04,1.520980508091e+12
512341,0.7519550867732513,4.03,1.520980627823e+12
512342,0.9913615975508844,115.65,1.520980668886e+12
512343,0.4073356577212307,1.69,1.52098078854e+12
512344,0.0231284361852166,1.02,1.520980813953e+12
512345,0.1061562814531280,1.12,1.520980832205e+12
512346,0.0850215940934191,1.09,1.520980851668e+12
512347,0.2029408347334109,1.25,1.520980870772e+12
512348,0.8006071191748155,5.01,1.520980891714e+12
512349,0.7121434897911137,3.47,1.520980937227e+12
512350,0.2638494917805888,1.36,1.520980975329e+12
512351,0.2177250481251918,1.28,1.520980997473e+12
512352,0.1772231469343470,1.22,1.520981018745e+12
512353,0.0191989776257423,1.02,1.520981039357e+12
512354,0.8104747926840733,5.27,1.520981057611e+12
512355,0.5669427019466978,2.31,1.520981104174e+12
512356,0.3855155507068884,1.63,1.520981134767e+12
512357,0.9180476767751574,12.19,1.520981159609e+12
512358,0.2862974100947141,1.4,1.520981224771e+12
512359,0.4875887056085255,1,1.520981247334e+12
512360,0.0439480668967469,1,1.520981265337e+12
512361,0.9296480247121416,14.2,1.52098128334e+12
512362,0.8176619591698194,5.48,1.520981352044e+12
512363,0.2810848560838692,1.39,1.520981399438e+12
512364,0.8561253030449444,6.94,1.520981421891e+12
512365,0.8777145959617837,8.17,1.520981474363e+12
512366,0.2728276176547696,1.37,1.520981530435e+12
512367,0.1220612647296072,1.14,1.520981552678e+12
512368,0.3633866138671029,1.57,1.52098157237e+12
512369,0.3578032714682173,1.56,1.520981596642e+12
512370,0.0903743969021305,1.1,1.520981620814e+12
512371,0.2184379580939277,1.28,1.520981640037e+12
512372,0.0528677825473407,1.06,1.520981661309e+12
512373,0.4056830442058116,1.68,1.520981680052e+12
512374,0.8837085875877432,8.59,1.520981705375e+12
512375,0.0172928362193734,1.02,1.520981762568e+12
512376,0.1745025532260777,1.21,1.52098178082e+12
512377,0.2197519955736939,1.28,1.520981801313e+12
512378,0.5085936646230038,2.03,1.520981822585e+12
512379,0.5124186641798398,2.05,1.520981850968e+12
512380,0.1366030208618853,1.16,1.52098187952e+12
512381,0.0763805082711346,1.08,1.520981899443e+12
512382,0.7810549896166322,4.56,1.520981918426e+12
512383,0.6431600499533024,2.8,1.520981961988e+12
512384,0.7007704611636629,3.34,1.52098199604e+12
512385,0.7201231512520749,3.57,1.520982033413e+12
512386,0.1090606653851132,1.12,1.520982072076e+12
512387,0.0881870449725974,1.1,1.520982091539e+12
512388,0.3324230288463698,1.5,1.520982110761e+12
512389,0.4384804315488973,1.78,1.520982134345e+12
512390,0.0452672015049651,1,1.520982160577e+12
512391,0.6290778144330433,2.69,1.520982178579e+12
512392,0.0292286279213681,1.03,1.520982211891e+12
512393,0.6625073837727560,2.96,1.520982230265e+12
512394,0.1502702101483639,1,1.520982265348e+12
512395,0.1298674613074091,1.15,1.520982283351e+12
512396,0.0799335716478372,1.09,1.520982303165e+12
512397,0.0762219629427935,1.08,1.520982322267e+12
512398,0.4831480769168465,1.93,1.52098234125e+12
512399,0.0536866553718426,1.06,1.520982368804e+12
512400,0.6160643307063879,1,1.520982387545e+12
512401,0.3747933512494884,1.6,1.520982405547e+12
512402,0.2425110543245708,1.32,1.520982430111e+12
512403,0.9482607543348012,19.31,1.520982451824e+12
512404,0.9809183394491948,52.35,1.520982527777e+12
512405,0.9417434071520677,17.15,1.520982627869e+12
512406,0.1239407016252961,1.14,1.520982701011e+12
512407,0.5056019747875635,2.02,1.520982720704e+12
512408,0.8537183159156048,6.83,1.520982749008e+12
512409,0.4837732581616783,1.94,1.520982801132e+12
512410,0.0942225088584755,1.1,1.520982828765e+12
512411,0.6694680873000687,3.02,1.520982847988e+12
512412,0.9800607422320313,50.1,1.520982883441e+12
512413,0.7708589420120370,4.36,1.520982982453e+12
512414,0.3672746171632955,1.58,1.520983025096e+12
512415,0.9339005409120357,15.11,1.520983049459e+12
512416,0.3186758773677694,1.47,1.520983119623e+12
512417,0.9783693840676847,46.19,1.520983142907e+12
512418,0.7851901277399599,4.65,1.52098323993e+12
512419,0.8277269387216604,5.8,1.520983283893e+12
512420,0.3761648133807269,1.6,1.520983332486e+12
512421,0.4693742013697919,1.88,1.520983357047e+12
512422,0.5374520070705220,2.16,1.520983384158e+12
512423,0.3606927500480536,1,1.52098341359e+12
512424,0.6845270825281103,3.17,1.520983431593e+12
512425,0.8667903074218869,7.5,1.520983467966e+12
512426,0.4449100113578397,1.8,1.520983522137e+12
512427,0.0502158792340699,1.05,1.520983548549e+12
512428,0.9917540897130395,121.15,1.520983567171e+12
512429,0.0802031732351061,1.09,1.520983687973e+12
512430,0.9689604989180716,32.19,1.520983707077e+12
512431,0.2847253336302762,1.4,1.520983795308e+12
512432,0.4541612543291788,1.83,1.520983817871e+12
512433,0.6751025928359252,3.08,1.520983844553e+12
512434,0.8470670180039171,6.53,1.520983880375e+12
512435,0.2095580681249402,1.26,1.520983931517e+12
512436,0.1567551878180251,1.19,1.520983952569e+12
512437,0.1157600989369117,1.13,1.520983972844e+12
512438,0.1896116869034273,1.23,1.520983992416e+12
512439,0.1651939172682338,1.2,1.520984013139e+12
512440,0.6680703574484378,3.01,1.520984033523e+12
512441,0.1074646630108973,1.12,1.520984068915e+12
512442,0.7739567947047662,1,1.520984088378e+12
512443,0.1899639757326721,1.23,1.52098410638e+12
512444,0.8295490971835212,5.86,1.520984127103e+12
512445,0.6492960803791173,2.85,1.520984175915e+12
512446,0.2838312038881312,1.4,1.520984210288e+12
512447,0.4197881246031726,1.72,1.52098423285e+12
512448,0.5794788379174375,2.38,1.520984258543e+12
512449,0.2427276955551299,1.32,1.520984289666e+12
512450,0.7071976325724268,3.41,1.520984311377e+12
512451,0.4432287214890189,1.8,1.520984349149e+12
512452,0.2489213510996013,1.33,1.520984375561e+12
512453,0.8880471402984222,8.92,1.520984397384e+12
512454,0.2253538196034156,1.29,1.520984455416e+12
512455,0.1059821746558841,1.12,1.520984476799e+12
512456,0.9404388733535164,1,1.520984496261e+12
512457,0.1438110650386221,1.17,1.520984514264e+12
512458,0.6890021464063325,3.21,1.520984534306e+12
512459,0.4132045238309554,1.7,1.520984570919e+12
512460,0.5936088856760433,2.46,1.520984596422e+12
512461,0.2311925294881669,1,1.520984628124e+12
512462,0.6314794934893677,2.71,1.520984646127e+12
512463,0.9149451153154823,11.75,1.52098467958e+12
512464,0.7462199986321433,3.94,1.520984743893e+12
512465,0.7308196685581514,3.71,1.520984784496e+12
512466,0.9680486412178838,31.27,1.520984823909e+12
512467,0.9712958787501081,34.8,1.520984911431e+12
512467,0.9712958787501081,34.8,1.520984911431e+12
512468,0.4406110615098409,1.79,1.520985001553e+12
512469,0.0434692124937356,1,1.520985027877e+12
512470,0.3184311735253854,1.47,1.520985045879e+12
512471,0.3671494876889395,1.58,1.520985069162e+12
512472,0.3704351480981418,1.59,1.520985093526e+12
512473,0.0253635179310486,1.03,1.520985117988e+12
512474,0.5542443840657931,2.24,1.520985136361e+12
512475,0.0283094346589198,1.03,1.520985166424e+12
512476,0.9729799237039359,36.97,1.520985184795e+12
512477,0.3893938670841497,1.64,1.520985276387e+12
512478,0.9045500519928872,10.47,1.520985301331e+12
512479,0.9122266331483206,11.38,1.520985362993e+12
512480,0.5221888088905692,2.09,1.520985426565e+12
512481,0.3069284966464453,1.44,1.520985455437e+12
512482,0.1343915700294058,1.16,1.520985478409e+12
512483,0.3599994525685906,1,1.520985498332e+12
512484,0.4595370454386661,1.85,1.520985516335e+12
512485,0.5571126401324553,2.26,1.520985543187e+12
512486,0.5094787367874475,2.04,1.5209855734e+12
512487,0.6983920307127743,3.31,1.520985601872e+12
512488,0.3583430190008001,1.56,1.520985639065e+12
512489,0.8453203115717788,6.46,1.520985663238e+12
512490,0.0255347923435119,1.03,1.52098571415e+12
512491,0.3305035106210279,1.49,1.520985732522e+12
512492,0.8149348313023653,5.4,1.520985756005e+12
512493,0.4782411589935052,1.92,1.520985803088e+12
512494,0.7596463872491500,4.16,1.520985830552e+12
512495,0.7864387880047874,4.68,1.520985872245e+12
512496,0.5621561549050166,2.28,1.520985916337e+12
512497,0.0842462519845567,1.09,1.520985946711e+12
512498,0.3994986057280327,1.66,1.520985965814e+12
512499,0.3789009089532543,1.61,1.520985990946e+12
512500,0.8030066475744841,1,1.520986015597e+12
512501,0.9672973810153309,30.55,1.520986033601e+12
512502,0.6563876461368957,2.91,1.520986120563e+12
512503,0.3654210186482922,1.58,1.520986155326e+12
512504,0.3274162188934666,1.49,1.520986179689e+12
512505,0.9506342385314955,20.24,1.520986203171e+12
512506,0.6530675226014732,2.88,1.520986280244e+12
512507,0.3316888081216460,1.5,1.52098631482e+12
512508,0.0041032549934702,1,1.520986338402e+12
512509,0.0067077022992791,1.01,1.520986356404e+12
512510,0.2765618493493092,1.38,1.520986374528e+12
512511,0.1859627422378312,1.23,1.520986396882e+12
512512,0.3939264936824159,1.65,1.520986417605e+12
512513,0.7894621372198365,4.75,1.520986442638e+12
512514,0.5168550991259645,2.07,1.520986487041e+12
512515,0.2695084324268411,1.37,1.520986515753e+12
512516,0.1884117466836264,1.23,1.520986537996e+12
512517,0.7910902439130214,4.78,1.520986558719e+12
512518,0.1298371486202435,1.15,1.520986603251e+12
512519,0.2199848732491927,1.28,1.520986623063e+12
512520,0.1705348275533269,1.21,1.520986644335e+12
512521,0.3085717340718424,1.45,1.520986664828e+12
512522,0.5961985717518717,1,1.520986687901e+12
512523,0.4315370541139359,1.76,1.520986705904e+12
512524,0.8365652164995123,1,1.520986731956e+12
512525,0.2403953667358484,1.32,1.520986749958e+12
512526,0.8470873008126131,6.53,1.520986771671e+12
512527,0.2294674199608777,1.3,1.520986822813e+12
512528,0.2817157870814475,1.39,1.520986844306e+12
512529,0.1179779081414402,1.13,1.520986866758e+12
512530,0.8083467816022102,5.21,1.52098688633e+12
512531,0.1644110992002327,1.2,1.520986932653e+12
512532,0.3779668829818180,1.61,1.520986953035e+12
512533,0.9639904312705598,27.74,1.520986977688e+12
512534,0.7209190730287042,3.58,1.520987062321e+12
512535,0.0820208639097449,1.09,1.520987101035e+12
512536,0.5762780461405124,2.36,1.520987120137e+12
512537,0.0851209152222427,1.09,1.52098715111e+12
512538,0.7139737984896577,3.49,1.520987170213e+12
512539,0.6636890255994371,2.97,1.520987208436e+12
512540,0.6709255517159881,3.04,1.520987243579e+12
512541,0.9609620738683646,25.59,1.520987279161e+12
512542,0.4302497984446235,1.75,1.520987361843e+12
512543,0.4790440628954777,1.92,1.520987387806e+12
512544,0.2790836455018922,1.39,1.52098741527e+12
512545,0.4579772214540228,1.84,1.52098743772e+12
512546,0.4837797220060089,1.94,1.520987464493e+12
512547,0.5686967141387743,2.32,1.520987492126e+12
512548,0.4500064243213289,1.82,1.520987522799e+12
512549,0.0876860262564584,1.1,1.520987549391e+12
512550,0.6136709765097291,2.59,1.520987568614e+12
512551,0.0568852611018543,1.06,1.520987601238e+12
512552,0.6412596555057122,2.79,1.52098761998e+12
512553,0.8143166501108363,5.38,1.520987653964e+12
512554,0.9146869552588759,11.71,1.520987700966e+12
512555,0.3171349757623708,1.46,1.520987765197e+12
512556,0.5544682879826214,2.24,1.52098778837e+12
512557,0.3537823530737735,1.55,1.520987818433e+12
512558,0.8648277106380154,7.39,1.520987842507e+12
512559,0.3202969944850303,1.47,1.52098789636e+12
512560,0.7404761581543079,3.85,1.520987919643e+12
512561,0.4470256414373930,1.81,1.520987959784e+12
512562,0.7353816278594039,1,1.520987986287e+12
512563,0.9357300940751401,15.54,1.52098800429e+12
512564,0.7766350351219613,4.47,1.520988075102e+12
512565,0.5419174245423445,2.18,1.520988118255e+12
512566,0.1473793827806086,1,1.520988147847e+12
512567,0.1219044742458278,1.14,1.52098816585e+12
512568,0.3584689719971432,1.56,1.520988185542e+12
512569,0.9788328900418322,1,1.520988209716e+12
512570,0.5292170849929604,2.12,1.520988227718e+12
512571,0.6232704069985241,2.65,1.520988256841e+12
512572,0.1078355259047438,1.12,1.520988289884e+12
512573,0.4005546596368204,1.67,1.520988309346e+12
512574,0.4692423039742845,1.88,1.520988334568e+12
512575,0.2161017023530094,1.28,1.52098836168e+12
512576,0.5084591732612950,2.03,1.520988382953e+12
512577,0.1182005754947198,1.13,1.520988411335e+12
512578,0.1115589340011494,1.13,1.520988430906e+12
512579,0.2098194456682122,1.27,1.520988450479e+12
512580,0.2234187473597514,1.29,1.520988471641e+12
512581,0.3523535403312076,1.54,1.520988493024e+12
512582,0.3076207934198018,1.44,1.520988516996e+12
512583,0.0474441866500872,1,1.520988539968e+12
512584,0.8259642929364844,5.74,1.52098855797e+12
512585,0.7477204475430121,3.96,1.520988606344e+12
512586,0.9196717829722147,12.44,1.520988647057e+12
512587,0.0043907202790470,1,1.52098871269e+12
512588,0.5815539102958408,2.39,1.520988730693e+12
512589,0.2716312311290837,1.37,1.520988761885e+12
512590,0.6302733441419606,2.7,1.520988784127e+12
512591,0.8933756579396724,9.37,1.520988817509e+12
512592,0.2823219563072366,1.39,1.520988876652e+12
512593,0.2076622660289663,1.26,1.520988899104e+12
512594,0.3881918926230147,1.63,1.520988920157e+12
512595,0.1926060778071652,1.24,1.520988944999e+12
512595,0.1926060778071652,1.24,1.520988944999e+12
512596,0.2695133775168828,1.37,1.520988965833e+12
512597,0.8132235228114816,5.35,1.520988988076e+12
512598,0.6053462712106635,2.53,1.520989034958e+12
512599,0.1163639407875864,1.13,1.520989067159e+12
512600,0.3125642210507216,1.45,1.520989086733e+12
512601,0.1419234315729522,1.17,1.520989109805e+12
512602,0.8508678634769441,6.7,1.520989129847e+12
512603,0.7951814711082683,4.88,1.520989181551e+12
512604,0.0418331923526323,1,1.520989226514e+12
512605,0.2351589017163866,1,1.520989244517e+12
512606,0.7014146802717388,3.35,1.520989262519e+12
512607,0.4945276355125307,1.98,1.520989299943e+12
512608,0.7195542174669808,3.56,1.520989327916e+12
512609,0.7146433516672448,3.5,1.520989366519e+12
512610,0.5279665322806608,2.12,1.520989404792e+12
512611,0.1728882475692984,1.21,1.520989433915e+12
512612,0.9845750275963393,64.77,1.520989454406e+12
512613,0.9695409170746666,32.8,1.520989559729e+12
512614,0.4827469602419872,1.93,1.520989648411e+12
512615,0.5793363085434158,2.38,1.520989675965e+12
512616,0.2439635713221421,1.32,1.520989707089e+12
512617,0.0690676816899953,1.07,1.520989728802e+12
512618,0.2909586411646937,1.41,1.520989747664e+12
512619,0.3053299359291163,1,1.520989770327e+12
512620,0.5013273841471708,2,1.52098978833e+12
512621,0.4941933461218591,1.98,1.520989816472e+12
512622,0.2297773096314113,1.3,1.520989844444e+12
512623,0.2835884120509933,1.4,1.520989865936e+12
512624,0.6842287275204968,3.16,1.520989888498e+12
512625,0.0582042827872104,1.06,1.52098992481e+12
512626,0.0095833120889923,1.01,1.520989943552e+12
512627,0.6111308710209864,2.57,1.520989961675e+12
512628,0.1682854595520267,1.2,1.520989994157e+12
512629,0.8678921460797759,7.56,1.520990014538e+12
512630,0.5774934593535712,2.37,1.52099006889e+12
512631,0.1849665421026215,1.23,1.520990099934e+12
512632,0.5043287748713813,2.02,1.520990120656e+12
512633,0.7279766725208556,3.67,1.520990148958e+12
512634,0.3172138308447818,1.46,1.520990188161e+12
512635,0.8685072485517029,7.6,1.520990211334e+12
512636,0.7105544395070883,3.45,1.520990265796e+12
512637,0.0273132331267263,1.03,1.520990303789e+12
512638,0.9577808491787363,1,1.520990322162e+12
512639,0.7140505951163477,3.49,1.520990340165e+12
512640,0.3586425949723093,1.56,1.520990378388e+12
512641,0.0483020513896602,1.05,1.520990402561e+12
512642,0.2070542339251969,1.26,1.520990421183e+12
512643,0.0764753222643573,1.08,1.520990442236e+12
512644,0.9514889058078381,20.59,1.520990461219e+12
512645,0.1858432777658671,1.23,1.520990538701e+12
512646,0.0360714534847232,1.04,1.520990559425e+12
512647,0.3306868836122301,1.49,1.520990577918e+12
512648,0.3481419515675264,1.53,1.520990601401e+12
512649,0.2431641447458333,1.32,1.520990625285e+12
512650,0.6005634666887494,2.5,1.520990646998e+12
512651,0.4646398218964785,1.87,1.52099067899e+12
512652,0.3998411384876447,1.67,1.520990706023e+12
512653,0.6599187454348241,2.94,1.520990731246e+12
512654,0.0840080767134223,1.09,1.520990766199e+12
512655,0.9387464432368863,16.31,1.520990785301e+12
512656,0.2814632734007815,1.39,1.520990857254e+12
512657,0.3500033745891423,1.54,1.520990879708e+12
512658,0.5695761208351647,2.32,1.520990903681e+12
512659,0.1087489002637446,1.12,1.520990934354e+12
512660,0.8206370239659765,5.57,1.520990953817e+12
512661,0.1174815846880622,1.13,1.52099100155e+12
512662,0.8347499484277214,6.05,1.520991021124e+12
512663,0.5914844429566256,2.45,1.520991070627e+12
512664,0.0410748063682287,1,1.52099110226e+12
512665,0.9829188801774135,58.49,1.520991120263e+12
512666,0.2780328670698294,1.38,1.520991223085e+12
512667,0.6096854202006211,2.56,1.520991245438e+12
512668,0.4112372196771291,1,1.52099127785e+12
512669,0.2110165060057809,1.27,1.520991295854e+12
512670,0.7294993644416098,3.69,1.520991317017e+12
512671,0.0175742153119236,1.02,1.52099135633e+12
512672,0.7110391309743372,3.46,1.520991374582e+12
512673,0.1335852772774141,1.15,1.520991412636e+12
512674,0.3013949546267732,1,1.520991432449e+12
512675,0.2661558068977125,1.36,1.52099145045e+12
512676,0.7523604463209307,1,1.520991472593e+12
512677,0.1294780241161301,1.15,1.520991490595e+12
512678,0.8946870902773661,9.49,1.520991510407e+12
512679,0.5088807711165587,2.04,1.52099156984e+12
512680,0.5644072442232648,2.29,1.520991598314e+12
512681,0.8287124114177917,5.83,1.520991628756e+12
512682,0.4030249482959101,1.67,1.520991677458e+12
512683,0.4457990132378878,1.8,1.52099170268e+12
512684,0.2813977923433758,1.39,1.520991729093e+12
512685,0.7824453589931237,4.59,1.520991751545e+12
512686,0.2935327855622240,1.42,1.520991795237e+12
512687,0.9185266420055476,12.26,1.520991818001e+12
512688,0.6726547439286147,3.05,1.520991883294e+12
512689,0.4835142089248435,1.94,1.520991918937e+12
512690,0.9614003610241694,25.88,1.520991946571e+12
512691,0.5800185356242625,2.38,1.520992029523e+12
512692,0.2146252485026199,1.27,1.520992060646e+12
512693,0.2517143972804105,1.34,1.520992081809e+12
512694,0.5000468633370584,2,1.520992103733e+12
512695,0.4156142399682696,1.71,1.520992131875e+12
512696,0.3288300864698435,1.49,1.520992157469e+12
512697,0.8984233981227556,9.84,1.52099218095e+12
512698,0.9980876061595250,522.38,1.520992241203e+12
512699,0.3904327010713594,1.64,1.520992398386e+12
512700,0.2219984506308098,1.29,1.520992423329e+12
512701,0.4370555110362022,1.78,1.520992444713e+12
512702,0.2001450115815143,1.25,1.520992470945e+12
512703,0.5016567282149713,2.01,1.520992491888e+12
512704,0.2354605722323667,1,1.52099252011e+12
512705,0.3256249088620825,1.48,1.520992538113e+12
512706,0.9936652025193128,157.7,1.520992561496e+12
512707,0.2869181270447835,1.4,1.520992688849e+12
512708,0.4986933920296592,1.99,1.520992711412e+12
512709,0.1175356467993780,1.13,1.520992739464e+12
512710,0.1463293612809687,1,1.520992759036e+12
512711,0.8004801133183017,5.01,1.520992777038e+12
512712,0.2502182392054745,1.33,1.520992822551e+12
512713,0.1269324478057522,1.15,1.520992844374e+12
512714,0.1445192427245246,1.17,1.520992864187e+12
512715,0.7379334174883397,3.81,1.520992884229e+12
512716,0.0695497868744540,1.07,1.520992924172e+12
512717,0.0693781406314527,1.07,1.520992943035e+12
512718,0.6737849716268911,3.06,1.520992961898e+12
512719,0.3682272579446965,1.58,1.520992997602e+12
512720,0.8636040170359436,7.33,1.520993021964e+12
512721,0.9540413566758021,21.74,1.520993075637e+12
512722,0.2433921190079749,1.32,1.520993154409e+12
512723,0.5625353687355614,2.28,1.520993176122e+12
512724,0.9070742733094549,10.75,1.520993206494e+12
512725,0.4319386315606392,1.76,1.520993268767e+12
512726,0.6497637367923194,2.85,1.52099329482e+12
512727,0.9695230740982863,32.78,1.520993329193e+12
512728,0.0627843735420109,1.07,1.520993417865e+12
512729,0.7388411785333513,3.83,1.520993436729e+12
512730,0.0543306544549602,1.06,1.520993476772e+12
512731,0.2788020885267325,1.39,1.520993495515e+12
512732,0.1761207825448645,1.21,1.520993517968e+12
512733,0.6432978139825394,2.8,1.520993538461e+12
512734,0.2782410188294577,1.39,1.520993572514e+12
512735,0.0104537126632532,1.01,1.520993594966e+12
512736,0.0939944475176731,1.1,1.520993613087e+12
512737,0.9589214899947218,24.32,1.520993632309e+12
512738,0.2803577383235933,1.39,1.520993713772e+12
512739,0.5951312267210175,2.47,1.520993736226e+12
512740,0.7824398655869159,4.59,1.520993767999e+12
512741,0.0937321554156328,1.1,1.520993811692e+12
512742,0.7215114707875793,3.59,1.520993830915e+12
512743,0.2857838485589679,1.4,1.520993869688e+12
512744,0.0143795877262902,1.01,1.520993892252e+12
512745,0.8356210006949543,6.08,1.520993910375e+12
512746,0.0630225879286934,1.07,1.520993959977e+12
512747,0.2125547326199139,1.27,1.520993978841e+12
512748,0.9803528434085552,50.85,1.520994000004e+12
512749,0.6872125190420105,3.19,1.520994099387e+12
512750,0.8498878120095209,6.66,1.52099413588e+12
512751,0.2514333576549388,1.34,1.520994187452e+12
512752,0.5849004778044533,2.41,1.520994209375e+12
512753,0.0608941707901876,1.06,1.520994240716e+12
512754,0.7012902749006846,3.35,1.520994259459e+12
512755,0.1482507116506462,1,1.520994296881e+12
512756,0.2085864765589560,1.26,1.520994314884e+12
512757,0.9293684575076607,14.14,1.520994335937e+12
512758,0.9120184215512169,11.36,1.520994404539e+12
512759,0.0398760030604610,1,1.520994468072e+12
512760,0.8534786521581655,6.82,1.520994486075e+12
512761,0.6245437228643672,2.66,1.520994538167e+12
512762,0.2278296771058416,1.29,1.52099457128e+12
512763,0.6376008118124681,2.76,1.520994592663e+12
512764,0.0664794594204238,1.07,1.520994626446e+12
512765,0.9278035666625489,13.84,1.52099464531e+12
512766,0.7961624508714682,4.9,1.520994713413e+12
512767,0.0517448501316236,1.05,1.520994758456e+12
512768,0.9606583372132523,25.39,1.52099477708e+12
512769,0.3104081750638802,1.45,1.520994859572e+12
512770,0.0517981657878957,1.05,1.520994882644e+12
512771,0.0326746194699487,1.03,1.520994901267e+12
512772,0.8826407873729806,8.51,1.520994919638e+12
512773,0.4575586555194013,1.84,1.52099497662e+12
512774,0.5210050324725465,1,1.520995003393e+12
512775,0.1429286140815654,1.17,1.520995021397e+12
512776,0.7897273539075924,4.75,1.520995041439e+12
512777,0.3417549397195119,1.52,1.520995085841e+12
512778,0.9947828664432243,191.49,1.520995109625e+12
512779,0.1702797527355793,1.21,1.520995241798e+12
512780,0.0009063286708915,1,1.520995262291e+12
